OTUid,superkingdom,kingdom,phylum,class,order,family,genus,species
OTU880,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas naphthalenivorans
OTU881,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis
OTU882,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus
OTU883,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae
OTU884,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Leptothrix,Leptothrix cholodnii
OTU885,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,Methylibium petroleiphilum
OTU886,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Candidatus Zinderia,Candidatus Zinderia insecticola
OTU887,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas fungivorans
OTU888,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae
OTU889,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas arsenicoxydans
OTU890,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,
OTU891,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes
OTU892,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax gelatinosus
OTU893,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas arsenitoxydans
OTU894,Bacteria,,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas intermedia
OTU895,Bacteria,,Proteobacteria,Betaproteobacteria,,,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis
OTU896,Bacteria,,Proteobacteria,Betaproteobacteria,,,Candidatus Tremblaya,Candidatus Tremblaya princeps
OTU897,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella capsiferriformans
OTU898,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,Sideroxydans lithotrophicus
OTU899,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans
OTU900,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,,,
OTU901,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,
OTU902,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus glucosotrophus
OTU903,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,Methylobacillus flagellatus
OTU904,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera mobilis
OTU905,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera versatilis
OTU906,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum
OTU907,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter hongkongensis
OTU908,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria cinerea
OTU909,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens
OTU910,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae
OTU911,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica
OTU912,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
OTU913,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa
OTU914,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca
OTU915,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava
OTU916,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,
OTU917,Bacteria,,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,Pseudogulbenkiania ferrooxidans
OTU918,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
OTU919,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas europaea
OTU920,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas eutropha
OTU921,Bacteria,,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira multiformis
OTU922,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum aromaticum
OTU923,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,
OTU924,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae
OTU925,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas aromatica
OTU926,Bacteria,,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,
OTU927,Bacteria,,Proteobacteria,Deltaproteobacteria,,,,
OTU928,Bacteria,,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,Halobacteriovorax marinus
OTU929,Bacteria,,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus
OTU930,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,Desulfarculus baarsii
OTU931,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum alkenivorans
OTU932,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,
OTU933,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica
OTU934,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfosudaceae,Desulfosudis,Desulfosudis oleivorans
OTU935,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus propionicus
OTU936,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila
OTU937,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,Desulfurivibrio alkaliphilus
OTU938,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobium,Desulfohalobium retbaense
OTU939,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium baculatum
OTU940,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio aespoeensis
OTU941,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvibacter,Desulfocurvibacter africanus
OTU942,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Oleidesulfovibrio,Oleidesulfovibrio alaskensis
OTU943,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans
OTU944,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio magneticus
OTU945,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
OTU946,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris
OTU947,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,Lawsonia intracellularis
OTU948,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Hippea,Hippea maritima
OTU949,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas acetoxidans
OTU950,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU951,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Citrifermentans,Citrifermentans bemidjiense
OTU952,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geotalea,Geotalea daltonii
OTU953,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Trichlorobacter,Trichlorobacter lovleyi
OTU954,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter metallireducens
OTU955,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sulfurreducens
OTU956,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geotalea,Geotalea uraniireducens
OTU957,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Syntrophotalea carbinolica
OTU958,Bacteria,,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter propionicus
OTU959,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,Stigmatella aurantiaca
OTU960,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Haliangium ochraceum
OTU961,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,
OTU962,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans
OTU963,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides
OTU964,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus fulvus
OTU965,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus
OTU966,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,Plesiocystis pacifica
OTU967,Bacteria,,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum
OTU968,Bacteria,,Proteobacteria,Deltaproteobacteria,Syntrophales,Syntrophaceae,Desulfobacca,Desulfobacca acetoxidans
OTU969,Bacteria,,Proteobacteria,Deltaproteobacteria,Syntrophales,Syntrophaceae,Desulfomonile,Desulfomonile tiedjei
OTU970,Bacteria,,Proteobacteria,Deltaproteobacteria,Syntrophales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus
OTU971,Bacteria,,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans
OTU972,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,,
OTU973,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,,
OTU974,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter nitrofigilis
OTU975,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli
OTU976,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus
OTU977,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter curvus
OTU978,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter fetus
OTU979,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter gracilis
OTU980,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter hominis
OTU981,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
OTU982,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter lari
OTU983,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter rectus
OTU984,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter showae
OTU985,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter upsaliensis
OTU986,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum barnesii
OTU987,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum deleyianum
OTU988,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter acinonychis
OTU989,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter bilis
